OrderID,SupplierID,SupplierName,CustomerID,CustomerName,QuantityOrdered,OrderDate,ShipDate,OrderStatus,UnitPrice,TotalCost,InventoryLevel,WarehouseLocation
ORD0414,S896,Cook-Sanders,C832,Nicole Lopez,9,2025-02-26,2025-01-06,Shipped,267,2403,170,LA Warehouse
ORD0415,S055,"Gallegos, Ward and Edwards",C872,Tyler Rosales,5,2025-01-14,2025-01-18,Pending,332,1660,139,LA Warehouse
ORD0416,S679,Rogers-Young,C169,Joseph Ingram,4,2025-01-15,2025-01-05,Delivered,778,3112,148,NY Warehouse
ORD0417,S568,"Williams, Prince and Nichols",C1162,Kathryn Olson,1,2025-01-30,2025-02-18,Shipped,789,789,97,NY Warehouse
ORD0418,S283,Mckinney-Anderson,C140,Amy West,1,2025-02-21,2025-02-23,Pending,162,162,199,SF Warehouse
ORD0419,S444,Anderson Group,C004,Mackenzie Newman,2,2025-02-09,2025-02-27,Shipped,759,1518,4,SF Warehouse
ORD0420,S333,"Wilson, Bailey and Vasquez",C278,Thomas Estrada,7,2025-01-25,2025-03-03,Delivered,403,2821,19,NY Warehouse
ORD0421,S130,Fernandez LLC,C721,Cory Pena,3,2025-01-24,2025-01-13,Shipped,275,825,167,NY Warehouse
ORD0422,S1136,Schmidt-Shah,C698,Brian Acevedo,9,2025-02-24,2025-01-07,Pending,459,4131,56,LA Warehouse
ORD0423,S119,Daniels Ltd,C259,Adam Huber,6,2025-02-23,2025-02-17,Pending,69,414,162,NY Warehouse
ORD0424,S389,Gonzalez-Evans,C1151,Penny Kirby,5,2025-01-18,2025-02-26,Pending,259,1295,175,NY Warehouse
ORD0425,S1148,Rivera Ltd,C432,Roy Wright,7,2025-01-20,2025-01-30,Shipped,786,5502,22,SF Warehouse
ORD0426,S830,Park-Rice,C890,Kathryn Melton,6,2025-02-18,2025-02-28,Pending,286,1716,195,SF Warehouse
ORD0427,S773,"Rivera, Crosby and Berry",C040,Edward Reeves,6,2025-02-08,2025-01-09,Delivered,739,4434,7,SF Warehouse
ORD0428,S1033,"Mccoy, Lee and Pittman",C220,Sandra Nguyen,1,2025-01-04,2025-01-06,Shipped,869,869,1,LA Warehouse
ORD0429,S796,"Williams, Massey and Dillon",C1003,Andrew Adams,3,2025-01-23,2025-01-18,Shipped,323,969,40,LA Warehouse
ORD0430,S411,"Jordan, Flores and Mcdowell",C240,Lisa Rosario,8,2025-01-18,2025-02-01,Pending,508,4064,172,NY Warehouse
ORD0431,S1198,"Gonzalez, Scott and Collier",C1064,Autumn Holmes,5,2025-02-20,2025-02-09,Shipped,858,4290,133,NY Warehouse
ORD0432,S268,"Price, Ramirez and Anderson",C1047,Brian Curtis,9,2025-01-06,2025-02-28,Delivered,350,3150,137,NY Warehouse
ORD0433,S1079,Johnson Ltd,C017,Sherry Powell,2,2025-02-07,2025-02-20,Shipped,509,1018,58,LA Warehouse
ORD0434,S288,Sellers-Ferguson,C551,Alexis Mclaughlin,8,2025-02-27,2025-02-25,Delivered,583,4664,74,LA Warehouse
ORD0435,S422,Park and Sons,C468,Richard Phillips,10,2025-01-26,2025-01-27,Delivered,324,3240,151,LA Warehouse
ORD0436,S002,Faulkner Group,C074,Laura Young,4,2025-01-02,2025-02-28,Pending,322,1288,93,SF Warehouse
ORD0437,S1184,Long-Miller,C148,Crystal Sanders,8,2025-01-10,2025-01-12,Delivered,736,5888,4,SF Warehouse
ORD0438,S244,Jones Inc,C849,Patricia Hill,9,2025-01-11,2025-02-09,Shipped,164,1476,7,LA Warehouse
ORD0439,S1032,"Morrison, Lloyd and Taylor",C262,Laura Bryant,5,2025-02-12,2025-02-05,Shipped,477,2385,46,LA Warehouse
ORD0440,S064,Joseph-Watson,C310,Edgar Mcdonald,9,2025-02-03,2025-01-25,Pending,909,8181,173,NY Warehouse
ORD0441,S1022,"Jordan, Duran and Bennett",C567,Mrs. Susan Little MD,9,2025-02-17,2025-01-11,Delivered,53,477,153,LA Warehouse
ORD0442,S402,"Evans, Morris and Davis",C910,Andrea Willis,1,2025-02-20,2025-01-06,Shipped,137,137,37,NY Warehouse
ORD0443,S789,Gonzales LLC,C1024,Glen York,7,2025-02-17,2025-02-28,Shipped,723,5061,108,NY Warehouse
ORD0444,S091,"Austin, Wood and Martin",C405,Margaret Terry,6,2025-02-21,2025-02-14,Delivered,870,5220,69,NY Warehouse
ORD0445,S213,Reed-Gibbs,C275,Sarah English,8,2025-01-18,2025-01-13,Delivered,525,4200,200,NY Warehouse
ORD0446,S379,Schultz PLC,C810,Alex May,9,2025-03-05,2025-02-05,Pending,144,1296,10,NY Warehouse
ORD0447,S179,Henry Ltd,C875,Brent Aguirre,8,2025-01-07,2025-01-07,Pending,270,2160,191,NY Warehouse
ORD0448,S290,Smith Ltd,C530,Cindy Davenport,2,2025-02-18,2025-02-07,Delivered,887,1774,95,NY Warehouse
ORD0449,S342,Wells-Pollard,C1191,Madison Hall,10,2025-01-27,2025-02-24,Delivered,712,7120,97,LA Warehouse
ORD0450,S719,Gray-Fowler,C699,Samuel Johnson,5,2025-02-18,2025-01-01,Shipped,257,1285,143,LA Warehouse
ORD0451,S371,"Williamson, Barber and Jones",C807,Laura Martin,4,2025-01-10,2025-03-05,Delivered,676,2704,45,NY Warehouse
ORD0452,S518,Nixon and Sons,C803,Lauren Ford,7,2025-01-15,2025-01-28,Shipped,386,2702,163,SF Warehouse
ORD0453,S1092,Foster-Cherry,C256,Daniel Kennedy,7,2025-02-07,2025-01-25,Delivered,493,3451,46,SF Warehouse
ORD0454,S349,Allen-Wood,C051,Mary Rodgers,8,2025-02-14,2025-02-06,Pending,93,744,8,SF Warehouse
ORD0455,S034,"Pittman, Stone and Fry",C282,Peggy Ward,6,2025-01-28,2025-02-02,Pending,750,4500,174,SF Warehouse
ORD0456,S1194,Scott-Manning,C993,Samuel Lutz,1,2025-02-21,2025-01-12,Delivered,600,600,183,SF Warehouse
ORD0457,S069,"Gomez, Yang and Matthews",C355,Nicole Harris,9,2025-01-02,2025-02-21,Pending,276,2484,124,SF Warehouse
ORD0458,S958,May-Atkinson,C898,Christine Richardson,6,2025-03-01,2025-01-19,Pending,212,1272,51,NY Warehouse
ORD0459,S598,Chapman and Sons,C213,John Robbins,4,2025-03-04,2025-01-19,Pending,301,1204,187,SF Warehouse
ORD0460,S039,Martinez-Rocha,C602,James Daniels,9,2025-01-11,2025-02-14,Pending,971,8739,35,SF Warehouse
ORD0461,S831,"Doyle, Carlson and Sharp",C384,Sheila Rowe,10,2025-01-18,2025-01-25,Delivered,303,3030,190,LA Warehouse
ORD0462,S1104,"Carroll, Collins and Byrd",C609,Christopher Miller,2,2025-01-13,2025-01-09,Shipped,217,434,41,LA Warehouse
ORD0463,S1015,"Hicks, Bernard and Miller",C073,Crystal Lopez,6,2025-02-01,2025-01-27,Pending,29,174,110,SF Warehouse
ORD0464,S221,"Burns, Dunn and Chandler",C888,Lisa Yates,9,2025-02-20,2025-02-28,Shipped,87,783,78,LA Warehouse
ORD0465,S1154,Ortiz and Sons,C872,Tyler Rosales,3,2025-01-31,2025-02-28,Delivered,189,567,117,SF Warehouse
ORD0466,S139,"Donovan, York and Hobbs",C540,Mary Greene,7,2025-01-03,2025-01-26,Shipped,219,1533,13,SF Warehouse
ORD0467,S066,"Lee, Martinez and Mccoy",C959,Dr. Robert Cruz,1,2025-03-03,2025-02-27,Delivered,528,528,18,NY Warehouse
ORD0468,S907,Graham-Watts,C894,Jeffrey Stevenson,3,2025-01-10,2025-01-07,Pending,559,1677,72,SF Warehouse
ORD0469,S749,"Wilcox, Perkins and Barnett",C032,Kristina Dorsey DVM,8,2025-01-30,2025-02-24,Shipped,245,1960,122,NY Warehouse
ORD0470,S1101,"Adams, Wilson and Perkins",C255,Jacqueline Ramirez,1,2025-01-12,2025-02-26,Delivered,921,921,162,SF Warehouse
ORD0471,S554,Romero-Reyes,C165,Kevin Perry,5,2025-02-12,2025-02-08,Shipped,451,2255,120,SF Warehouse
ORD0472,S183,"Wallace, Rodriguez and Jackson",C615,Rachael Blankenship,9,2025-02-07,2025-01-31,Delivered,421,3789,156,LA Warehouse
ORD0473,S574,"Powell, Perez and Webb",C588,Gregory Williams,8,2025-02-25,2025-01-21,Pending,638,5104,40,SF Warehouse
ORD0474,S246,"Jackson, Mejia and Chavez",C746,Rachel Espinoza,3,2025-02-28,2025-03-02,Pending,449,1347,72,NY Warehouse
ORD0475,S580,"Wells, Allen and Shaffer",C1150,Matthew Guzman,8,2025-02-19,2025-01-15,Pending,435,3480,19,SF Warehouse
ORD0476,S274,Campbell-Blair,C131,Richard Howell,1,2025-01-05,2025-02-02,Pending,304,304,71,NY Warehouse
ORD0477,S1097,Steele and Sons,C983,David Thomas,1,2025-01-01,2025-02-04,Delivered,103,103,129,SF Warehouse
ORD0478,S1089,Hill Inc,C910,Andrea Willis,3,2025-02-20,2025-01-26,Shipped,284,852,189,NY Warehouse
ORD0479,S077,Robertson-Ingram,C252,Margaret Jacobs,2,2025-01-12,2025-01-13,Pending,908,1816,44,SF Warehouse
ORD0480,S684,"Gibson, Carpenter and Burke",C115,Scott Pham,3,2025-02-28,2025-01-01,Delivered,461,1383,197,NY Warehouse
ORD0481,S1096,"Ray, Odom and Potts",C522,Adam Bates,9,2025-03-01,2025-01-29,Delivered,582,5238,165,SF Warehouse
ORD0482,S741,Harris-Roy,C708,Katherine Smith,4,2025-01-10,2025-02-10,Shipped,655,2620,77,LA Warehouse
ORD0483,S224,Mendoza Inc,C345,Amber Jensen,9,2025-02-14,2025-02-22,Shipped,558,5022,47,NY Warehouse
ORD0484,S950,Hernandez-Lee,C284,Kevin Rodriguez,2,2025-01-07,2025-02-22,Pending,652,1304,158,LA Warehouse
ORD0485,S897,Hill-Smith,C651,Zachary Harris,2,2025-01-24,2025-01-02,Delivered,108,216,92,LA Warehouse
ORD0486,S1006,"Cochran, Schmidt and Schultz",C971,Jay Rodriguez,6,2025-02-26,2025-02-03,Pending,186,1116,37,NY Warehouse
ORD0487,S1030,Jensen and Sons,C319,Amy Barr,10,2025-03-02,2025-03-04,Pending,224,2240,150,LA Warehouse
ORD0488,S1140,"Andrews, Lee and Cole",C1144,John Rangel,4,2025-01-01,2025-02-10,Shipped,47,188,58,NY Warehouse
ORD0489,S869,Cruz-Wallace,C491,Michael Edwards,2,2025-02-09,2025-03-01,Pending,628,1256,3,LA Warehouse
ORD0490,S646,Davis-Pugh,C336,Kenneth Gordon,9,2025-02-10,2025-02-19,Pending,928,8352,198,SF Warehouse
ORD0491,S675,Coleman-Clark,C182,Deborah Williams,10,2025-01-11,2025-02-10,Delivered,88,880,36,SF Warehouse
ORD0492,S008,Parks Group,C098,Michelle Young,6,2025-01-24,2025-02-23,Delivered,681,4086,46,NY Warehouse
ORD0493,S1098,Rodriguez LLC,C031,Jim Powell,9,2025-02-11,2025-02-21,Delivered,692,6228,159,SF Warehouse
ORD0494,S812,"Turner, Brown and Miller",C1175,Angela Graham,4,2025-02-22,2025-01-11,Pending,129,516,165,SF Warehouse
ORD0495,S547,Howard-White,C572,Sally Pope DDS,4,2025-01-18,2025-01-05,Delivered,217,868,92,SF Warehouse
ORD0496,S172,Williams-Hill,C772,Ralph Reilly,1,2025-01-31,2025-01-24,Delivered,48,48,101,LA Warehouse
ORD0497,S1113,Martin Group,C737,Kenneth Hall Jr.,4,2025-01-02,2025-02-23,Pending,174,696,137,LA Warehouse
ORD0498,S952,Warren Ltd,C944,Emily Nguyen,3,2025-02-11,2025-01-01,Delivered,235,705,30,SF Warehouse
ORD0499,S167,Scott-Rose,C051,Mary Rodgers,9,2025-02-09,2025-03-01,Delivered,657,5913,123,NY Warehouse
ORD0500,S958,May-Atkinson,C1050,Steven Washington,6,2025-01-01,2025-01-06,Shipped,578,3468,71,NY Warehouse
ORD0501,S240,"Walter, Callahan and Brown",C573,Joshua Holt,7,2025-02-27,2025-02-15,Delivered,658,4606,187,SF Warehouse
ORD0502,S074,Arnold PLC,C871,Lisa Bauer,3,2025-01-14,2025-02-23,Delivered,53,159,22,LA Warehouse
ORD0503,S181,Mccann-Snow,C968,Douglas Ferguson,7,2025-01-19,2025-01-25,Delivered,759,5313,20,LA Warehouse
ORD0504,S222,Gonzalez-Harvey,C1167,Anthony Diaz,10,2025-02-10,2025-02-25,Delivered,402,4020,178,SF Warehouse
ORD0505,S870,"Bates, Bender and Levine",C964,Todd Brown,1,2025-02-22,2025-03-05,Pending,88,88,5,NY Warehouse
ORD0506,S333,"Wilson, Bailey and Vasquez",C058,Tina Bailey,8,2025-01-03,2025-01-07,Delivered,527,4216,57,LA Warehouse
ORD0507,S371,"Williamson, Barber and Jones",C423,Melinda Olson,3,2025-02-26,2025-02-19,Pending,721,2163,107,SF Warehouse
ORD0508,S1003,Ruiz-Jones,C658,Noah Myers,7,2025-01-08,2025-03-05,Shipped,865,6055,142,SF Warehouse
ORD0509,S975,Faulkner PLC,C598,Dr. Roger Harris,9,2025-02-13,2025-03-02,Pending,146,1314,106,LA Warehouse
ORD0510,S877,Smith Group,C535,Amanda Taylor,8,2025-02-10,2025-02-02,Shipped,618,4944,29,LA Warehouse
ORD0511,S596,Lang Inc,C080,Ronald Rodriguez,7,2025-03-02,2025-01-23,Pending,538,3766,192,NY Warehouse
ORD0512,S235,Daniels Group,C400,Vicki Williams,1,2025-02-19,2025-01-23,Pending,30,30,155,SF Warehouse
ORD0513,S120,Brown-Johnson,C374,Jessica Nelson,4,2025-01-12,2025-02-02,Pending,635,2540,56,SF Warehouse
ORD0514,S474,"Wilkerson, Reynolds and Manning",C1088,Kerri Matthews,7,2025-03-04,2025-02-23,Delivered,356,2492,195,NY Warehouse
ORD0515,S756,Johnston and Sons,C517,Jesse Brooks,7,2025-01-13,2025-01-24,Delivered,460,3220,98,SF Warehouse
ORD0516,S089,Hale Ltd,C281,Jessica Allen,4,2025-01-31,2025-01-10,Pending,58,232,106,LA Warehouse
ORD0517,S293,Wright Group,C1147,Logan White,2,2025-02-20,2025-01-30,Pending,378,756,191,LA Warehouse
ORD0518,S149,Murphy LLC,C358,Diane Kim,10,2025-02-26,2025-02-07,Shipped,531,5310,118,LA Warehouse
ORD0519,S514,"Lynch, West and Mays",C180,Pamela Gray,5,2025-03-03,2025-02-14,Pending,208,1040,103,SF Warehouse
ORD0520,S960,Brewer Group,C1199,Cesar Gardner,7,2025-02-03,2025-01-30,Shipped,451,3157,74,LA Warehouse
ORD0521,S228,"Trevino, Walsh and Chavez",C435,Olivia West,4,2025-02-13,2025-01-20,Shipped,646,2584,27,NY Warehouse
ORD0522,S369,Glenn-Faulkner,C145,Robin Collins,4,2025-01-17,2025-01-27,Pending,746,2984,32,SF Warehouse
ORD0523,S002,Faulkner Group,C759,Eric Marshall,5,2025-02-22,2025-01-25,Pending,492,2460,200,LA Warehouse
ORD0524,S235,Daniels Group,C233,Mark Greer,8,2025-02-07,2025-01-22,Pending,883,7064,123,NY Warehouse
ORD0525,S484,Smith-Montgomery,C107,Gina Parrish,2,2025-02-15,2025-02-27,Delivered,392,784,108,NY Warehouse
ORD0526,S202,Brown-Calderon,C241,Antonio Greene,3,2025-01-23,2025-01-05,Delivered,964,2892,172,SF Warehouse
ORD0527,S785,"Fitzgerald, Sloan and Stewart",C373,Tara Snyder,6,2025-01-06,2025-02-18,Pending,656,3936,5,SF Warehouse
ORD0528,S638,Taylor and Sons,C375,Joseph James,2,2025-01-06,2025-01-17,Shipped,162,324,70,NY Warehouse
ORD0529,S147,Cunningham-Martin,C349,Megan Richardson,4,2025-02-04,2025-01-10,Delivered,191,764,184,NY Warehouse
ORD0530,S193,Taylor-Morgan,C873,Jonathan Green,4,2025-03-04,2025-02-12,Shipped,990,3960,64,LA Warehouse
ORD0531,S708,Bruce-Harvey,C932,Louis Fowler,2,2025-01-03,2025-01-01,Delivered,670,1340,11,LA Warehouse
ORD0532,S311,Roy LLC,C527,Daniel Frye,3,2025-01-09,2025-01-18,Delivered,468,1404,146,NY Warehouse
ORD0533,S283,Mckinney-Anderson,C598,Dr. Roger Harris,9,2025-01-14,2025-02-28,Shipped,424,3816,144,SF Warehouse
ORD0534,S290,Smith Ltd,C912,Jesse Stephens,9,2025-03-04,2025-01-28,Shipped,612,5508,174,LA Warehouse
ORD0535,S877,Smith Group,C749,Jeffrey Cross,10,2025-02-27,2025-03-02,Pending,725,7250,87,NY Warehouse
ORD0536,S826,"Blackwell, Gonzalez and George",C895,Shelby Lang,8,2025-02-06,2025-01-16,Pending,127,1016,148,NY Warehouse
ORD0537,S611,"Ross, Reyes and Barrett",C1020,Jamie Brown,3,2025-02-01,2025-02-06,Delivered,352,1056,75,NY Warehouse
ORD0538,S502,Newman and Sons,C459,Caroline Mueller,4,2025-02-23,2025-02-10,Delivered,332,1328,143,LA Warehouse
ORD0539,S506,Torres LLC,C171,Stephanie Brown,2,2025-01-19,2025-02-24,Delivered,998,1996,55,LA Warehouse
ORD0540,S1063,Sandoval-Cantrell,C947,Carrie Jones,6,2025-01-04,2025-01-26,Pending,912,5472,15,LA Warehouse
ORD0541,S213,Reed-Gibbs,C1183,Joshua Mcguire,7,2025-01-04,2025-03-01,Shipped,123,861,149,NY Warehouse
ORD0542,S859,"Kerr, Tran and Payne",C743,Michael Burke,1,2025-01-18,2025-01-30,Pending,961,961,169,SF Warehouse
ORD0543,S888,Ruiz-Carter,C631,Cassie Wilson,4,2025-01-18,2025-03-02,Pending,554,2216,84,SF Warehouse
ORD0544,S735,Gill-Tran,C093,Benjamin Evans,10,2025-01-06,2025-01-08,Delivered,457,4570,140,NY Warehouse
ORD0545,S1157,Barr Ltd,C802,Melody Brown,6,2025-01-23,2025-01-31,Pending,224,1344,67,NY Warehouse
ORD0546,S234,Barnett and Sons,C1023,Tina Parks,5,2025-01-08,2025-01-28,Shipped,911,4555,180,SF Warehouse
ORD0547,S341,Jones Group,C558,Randy Nichols,10,2025-02-12,2025-02-13,Pending,667,6670,158,SF Warehouse
ORD0548,S181,Mccann-Snow,C790,David Gross,4,2025-01-15,2025-02-17,Shipped,423,1692,92,SF Warehouse
ORD0549,S1163,Robertson-Griffin,C316,James Smith,10,2025-01-12,2025-01-23,Delivered,381,3810,99,NY Warehouse
ORD0550,S1160,"Carter, Alvarez and Lewis",C125,Bethany Palmer,10,2025-01-03,2025-02-03,Delivered,320,3200,88,SF Warehouse
ORD0551,S1027,Chapman and Sons,C520,Greg Lee,2,2025-02-08,2025-03-05,Delivered,879,1758,197,NY Warehouse
ORD0552,S510,"Peters, Williamson and Boyle",C1148,Megan Cox,9,2025-02-13,2025-02-25,Delivered,151,1359,172,NY Warehouse
ORD0553,S320,Smith Ltd,C1060,Monica Butler,3,2025-02-11,2025-02-23,Delivered,849,2547,157,SF Warehouse
ORD0554,S736,Roman-Olson,C1154,Wendy Wilson,2,2025-02-16,2025-02-13,Delivered,122,244,63,SF Warehouse
ORD0555,S782,Sherman Group,C628,Brandon Garcia,5,2025-02-07,2025-03-03,Delivered,914,4570,23,NY Warehouse
ORD0556,S062,Garcia-Arnold,C213,John Robbins,4,2025-01-31,2025-02-12,Shipped,125,500,12,NY Warehouse
ORD0557,S524,Bradshaw and Sons,C685,Ashley Wilson,3,2025-01-13,2025-01-01,Shipped,273,819,92,NY Warehouse
ORD0558,S594,"Garcia, Morton and Price",C695,Andrea Murray,8,2025-01-06,2025-02-18,Pending,310,2480,136,LA Warehouse
ORD0559,S1116,Thomas and Sons,C011,Ernest Dickson,2,2025-01-14,2025-03-04,Shipped,694,1388,71,LA Warehouse
ORD0560,S767,Moore Ltd,C761,Tammy English,10,2025-02-03,2025-01-14,Pending,884,8840,98,SF Warehouse
ORD0561,S1024,Sweeney-Monroe,C122,Katelyn Knight,4,2025-01-19,2025-02-08,Shipped,303,1212,34,LA Warehouse
ORD0562,S347,Miller-Salazar,C457,Michelle Dillon,4,2025-02-23,2025-01-16,Shipped,497,1988,95,LA Warehouse
ORD0563,S018,"Lester, Wright and Williams",C623,Stephanie Black,1,2025-01-16,2025-01-28,Delivered,587,587,122,NY Warehouse
ORD0564,S682,Gonzalez-Clayton,C427,Rodney Tate,8,2025-02-14,2025-02-25,Delivered,465,3720,112,SF Warehouse
ORD0565,S1139,Ward Group,C794,Tiffany Bolton,8,2025-01-04,2025-02-03,Pending,992,7936,61,LA Warehouse
ORD0566,S740,"Kelly, Meyers and Mayo",C1021,Kelli Brown,3,2025-02-24,2025-02-12,Pending,836,2508,72,LA Warehouse
ORD0567,S613,"Hunter, Walker and Welch",C631,Cassie Wilson,5,2025-02-17,2025-01-17,Delivered,641,3205,40,SF Warehouse
ORD0568,S108,Williams Group,C177,Cynthia Ward,3,2025-01-17,2025-01-19,Shipped,778,2334,7,SF Warehouse
ORD0569,S927,"Wilson, Espinoza and Richmond",C662,Brent Martin,10,2025-02-03,2025-01-26,Shipped,987,9870,56,LA Warehouse
ORD0570,S1180,Wilson-Bentley,C426,David Ryan,6,2025-02-03,2025-02-25,Delivered,479,2874,189,SF Warehouse
ORD0571,S055,"Gallegos, Ward and Edwards",C073,Crystal Lopez,5,2025-02-12,2025-01-16,Delivered,259,1295,67,SF Warehouse
ORD0572,S214,"Black, Murphy and Mccoy",C807,Laura Martin,8,2025-01-11,2025-01-01,Shipped,31,248,55,SF Warehouse
ORD0573,S1005,Johnson-Yates,C093,Benjamin Evans,1,2025-02-27,2025-01-28,Pending,26,26,130,SF Warehouse
ORD0574,S369,Glenn-Faulkner,C1021,Kelli Brown,8,2025-02-03,2025-01-30,Pending,75,600,137,NY Warehouse
ORD0575,S290,Smith Ltd,C698,Brian Acevedo,4,2025-01-26,2025-02-06,Shipped,285,1140,97,NY Warehouse
ORD0576,S152,Diaz Group,C948,Christopher Thompson,10,2025-02-24,2025-02-23,Delivered,823,8230,69,SF Warehouse
ORD0577,S463,"Ayala, Simpson and Baker",C565,Christine Rosales MD,2,2025-01-10,2025-01-15,Delivered,478,956,69,SF Warehouse
ORD0578,S066,"Lee, Martinez and Mccoy",C165,Kevin Perry,5,2025-01-28,2025-01-22,Pending,856,4280,117,NY Warehouse
ORD0579,S619,Gonzalez Inc,C028,Michelle Rose,2,2025-02-12,2025-02-18,Pending,121,242,105,LA Warehouse
ORD0580,S275,Martinez and Sons,C1079,Margaret Paul,9,2025-01-15,2025-02-22,Shipped,244,2196,28,NY Warehouse
ORD0581,S678,Thompson-Sanford,C798,Taylor Anderson,3,2025-01-24,2025-01-19,Delivered,548,1644,137,LA Warehouse
ORD0582,S1140,"Andrews, Lee and Cole",C851,Jacob Lee,7,2025-02-03,2025-02-05,Pending,801,5607,64,SF Warehouse
ORD0583,S087,Jones-Williams,C475,Brandon Perez,5,2025-01-14,2025-01-21,Delivered,704,3520,127,NY Warehouse
ORD0584,S082,"Kline, Mendez and Todd",C024,Tricia Dillon,6,2025-01-07,2025-01-19,Shipped,241,1446,139,SF Warehouse
ORD0585,S556,Holt PLC,C673,Charles Maldonado,8,2025-01-18,2025-02-07,Pending,121,968,36,LA Warehouse
ORD0586,S291,Reed-Gardner,C064,Kayla Medina,10,2025-01-08,2025-02-22,Pending,546,5460,31,SF Warehouse
ORD0587,S102,Raymond-Blake,C029,Alicia Coleman,2,2025-01-22,2025-02-14,Shipped,784,1568,179,SF Warehouse
ORD0588,S798,Smith-Griffin,C1111,Melissa Torres,3,2025-01-30,2025-01-01,Pending,945,2835,179,LA Warehouse
ORD0589,S439,Cross Inc,C349,Megan Richardson,3,2025-03-03,2025-02-16,Shipped,334,1002,85,LA Warehouse
ORD0590,S733,Johnson-Stewart,C1132,Anthony Horton,2,2025-02-12,2025-03-01,Shipped,102,204,59,NY Warehouse
ORD0591,S298,"Hoffman, Cook and White",C226,Stacey Bender,2,2025-01-02,2025-01-10,Pending,753,1506,197,NY Warehouse
ORD0592,S1197,Campbell Inc,C096,Erica Mays,10,2025-03-05,2025-02-19,Pending,540,5400,189,NY Warehouse
ORD0593,S450,Blankenship-James,C850,Gwendolyn Vance,8,2025-03-04,2025-02-12,Pending,123,984,199,SF Warehouse
ORD0594,S653,"Preston, Gray and Smith",C512,David Lee,2,2025-03-03,2025-01-08,Delivered,989,1978,30,SF Warehouse
ORD0595,S918,Reyes and Sons,C1101,Amanda Harrell,5,2025-01-30,2025-01-02,Shipped,708,3540,172,LA Warehouse
ORD0596,S679,Rogers-Young,C599,Amanda Nelson,3,2025-01-16,2025-01-28,Shipped,517,1551,191,NY Warehouse
ORD0597,S925,Hill-King,C893,Andrea Thompson,2,2025-01-26,2025-02-06,Pending,424,848,15,NY Warehouse
ORD0598,S644,Orr-Waller,C950,Christina Palmer,7,2025-01-14,2025-01-18,Delivered,812,5684,153,SF Warehouse
ORD0599,S939,"Torres, Orozco and Rogers",C112,Kathleen Johnson,1,2025-02-16,2025-01-15,Delivered,695,695,188,SF Warehouse
ORD0600,S500,Hansen-Lewis,C354,John Peterson,9,2025-01-29,2025-01-30,Pending,689,6201,59,LA Warehouse
ORD0601,S1012,"Khan, Gilbert and Knight",C856,Marie Ross,8,2025-02-07,2025-02-24,Pending,20,160,106,SF Warehouse
ORD0602,S146,"Moyer, Smith and Lewis",C316,James Smith,7,2025-02-19,2025-02-10,Shipped,450,3150,180,SF Warehouse
ORD0603,S477,Martin-Bailey,C671,Michael Goodwin,6,2025-02-12,2025-01-14,Delivered,320,1920,5,SF Warehouse
ORD0604,S879,"Rodgers, Kennedy and Rose",C511,Derrick Nelson,10,2025-01-30,2025-01-30,Delivered,821,8210,90,NY Warehouse
ORD0605,S1087,Hess PLC,C025,Amy Elliott,8,2025-02-12,2025-01-08,Shipped,343,2744,58,NY Warehouse
ORD0606,S377,Leon-Freeman,C792,Wendy Barron,4,2025-02-03,2025-03-02,Pending,696,2784,125,NY Warehouse
ORD0607,S708,Bruce-Harvey,C257,Lauren Lewis,2,2025-01-14,2025-02-04,Delivered,537,1074,182,LA Warehouse
ORD0608,S513,Simpson-Stokes,C057,Donald Robinson,9,2025-02-22,2025-01-07,Shipped,959,8631,181,LA Warehouse
ORD0609,S543,Camacho-Lewis,C873,Jonathan Green,10,2025-01-12,2025-02-24,Shipped,639,6390,81,LA Warehouse
ORD0610,S576,Barton Group,C083,Kimberly Ball,5,2025-03-01,2025-01-14,Pending,703,3515,25,LA Warehouse
ORD0611,S239,Fisher-Swanson,C1185,Mark Lee,5,2025-01-31,2025-01-29,Pending,413,2065,191,SF Warehouse
ORD0612,S1139,Ward Group,C130,Mark Kline,6,2025-02-09,2025-02-09,Delivered,169,1014,8,LA Warehouse
ORD0613,S374,Gates LLC,C1082,Jacqueline Simmons,5,2025-01-06,2025-01-12,Pending,597,2985,138,LA Warehouse
ORD0614,S452,Krueger-Jones,C047,Lawrence Stephens,7,2025-02-13,2025-01-04,Pending,466,3262,21,NY Warehouse
ORD0615,S818,Wright PLC,C582,Eric Williams,7,2025-01-02,2025-03-01,Delivered,74,518,153,SF Warehouse
ORD0616,S454,"Martin, Herrera and Cardenas",C182,Deborah Williams,6,2025-02-25,2025-01-30,Pending,277,1662,176,LA Warehouse
ORD0617,S420,Crawford Ltd,C631,Cassie Wilson,1,2025-02-07,2025-01-09,Delivered,405,405,77,LA Warehouse
ORD0618,S225,King-Leonard,C342,Karen Mcdaniel,4,2025-01-17,2025-02-06,Pending,401,1604,20,SF Warehouse
ORD0619,S504,"Duncan, Gibson and Robles",C906,Joel Williams,2,2025-02-18,2025-02-17,Pending,215,430,176,LA Warehouse
ORD0620,S863,Shepard-Turner,C338,Erin Roberts,8,2025-01-11,2025-02-07,Delivered,875,7000,98,LA Warehouse
ORD0621,S633,Parker-Dennis,C021,Jesse Butler,1,2025-02-22,2025-01-06,Shipped,976,976,115,SF Warehouse
